Kanji,Reading,JLPT,Type,Meaning
['捻挫'],[['ねんざ']],100,"['&n;', '&vs;']","['sprain', 'twist', 'wrench']"
['膿む'],[['うむ']],100,"['&v5m;', '&vi;']","['to fester', 'to form pus']"
['覗く'],[['のぞく']],100,"['&v5k;', '&vt;']","['to peek (through a keyhole, gap, etc.)']"
['罵る'],[['ののしる']],100,"['&v5r;', '&vt;']","['to abuse (verbally)', 'to curse at', 'to shout abuse at', 'to speak ill of']"
['煤ける'],[['すすける']],100,"['&v1;', '&vi;']","['to be sooty', 'to be stained']"
['這い這い'],[['はいはい']],100,"['&n;', '&vs;']","['creeping', 'crawling']"
['這う'],[['はう']],100,"['&v5u;', '&vi;']","['to crawl', 'to creep', 'to go on all fours']"
['剥がれる'],[['はがれる']],100,"['&v1;', '&vi;']","['to come unstuck from', 'to peel off', 'to come off']"
['剥く'],[['むく']],100,"['&v5k;', '&vt;']","['to peel', 'to skin', 'to pare', 'to hull', 'to bare (e.g. fangs)', 'to open wide (e.g. eyes)']"
['剥ける'],[['むける']],100,"['&v1;', '&vi;']","['to peel off', 'to come off', 'to be taken off']"
['剥げる'],[['はげる']],100,"['&v1;', '&vi;']","['to come off', 'to be worn off']"
['剥る'],[['へずる']],100,"['&v5r;', '&vt;']","['to pilfer', 'to steal a portion']"
['挽く'],[['ひく']],100,"['&v5k;', '&vt;']",['to saw']
['庇う'],[['かばう']],100,"['&v5u;', '&vt;']","['to protect (someone)', 'to look after (e.g. an injured leg)', 'to defend', 'to cover for', 'to stand up for', 'to stick up for']"
['誹謗'],[['ひぼう']],100,"['&n;', '&vs;']","['slander', 'abuse']"
['撫でる'],[['なでる']],100,"['&v1;', '&vt;']","['to stroke', 'to caress', 'to brush gently', 'to pat', 'to rub']"
['僻む'],[['ひがむ']],100,['&v5m;'],"['to have a warped view', 'to be jaundiced', 'to be prejudiced']"
['蔑む'],[['さげすむ']],100,"['&v5m;', '&vt;']","['to scorn', 'to despise', 'to hold in contempt', 'to look down on', 'to disdain']"
['蔑ろにする'],[['ないがしろにする']],100,"['&exp;', '&vs-i;']","['to make light of', 'to ignore', 'to slight']"
['鞭撻'],[['べんたつ']],100,"['&n;', '&vs;']","['encouragement', 'urging', 'spurring on']"
['呆れる'],[['あきれる']],100,"['&v1;', '&vi;']","['to be amazed', 'to be shocked', 'to be astonished', 'to be astounded', 'to be disgusted', 'to be exasperated', 'to be fed up']"
['捧げる'],[['ささげる']],100,"['&v1;', '&vt;']","['to lift up', 'to hold up', 'to hold above eye level']"
['儲かる'],[['もうかる']],100,"['&v5r;', '&vi;']","['to be profitable', 'to yield a profit']"
['儲ける'],[['もうける']],100,"['&v1;', '&vt;']","['to profit', 'to get', 'to earn', 'to gain']"
['貰う'],[['もらう']],100,"['&v5u;', '&vt;']","['to receive', 'to take', 'to accept']"
['悶える'],[['もだえる']],100,"['&v1;', '&vi;']","['to writhe (in pain)', 'to be in agony']"
['傭聘'],[['ようへい']],100,"['&n;', '&vs;']","['employing', 'employment']"
['掠める'],[['かすめる']],100,"['&v1;', '&vt;']","['to steal', 'to rob', 'to snatch', 'to pocket', 'to plunder']"
['掠れる'],[['かすれる']],100,"['&v1;', '&vi;']",['to get blurred']
['溜める'],[['ためる']],100,"['&v1;', '&vt;']","['to amass', 'to accumulate', 'to store']"
['溜まる'],[['たまる']],100,"['&v5r;', '&vi;']","['to collect', 'to gather', 'to save', 'to accumulate', 'to pile up']"
['弄する'],[['ろうする']],100,['&vs-s;'],"['to play with', 'to joke', 'to use (esp. trick, sophistry, etc.)']"
['弄る'],"[['いじる'], ['まさぐる']]",100,"['&v5r;', '&vt;']","['to finger', 'to touch', 'to play with', 'to fiddle with', 'to toy with']"
['狼狽'],[['ろうばい']],100,"['&n;', '&vs;']","['confusion', 'dismay', 'consternation', 'panic']"
['聾する'],[['ろうする']],100,['&vs-s;'],['to deafen']
['捥ぐ'],[['もぐ']],100,['&v5g;'],"['to pluck (usually from a tree)', 'to pick (e.g. apples)']"
['仄めかす'],[['ほのめかす']],100,"['&v5s;', '&vt;']","['to hint at', 'to intimate', 'to suggest', 'to allude to', 'to imply']"
['仄めく'],[['ほのめく']],100,"['&v5k;', '&vi;']","['to be seen dimly', 'to glimmer']"
['侘びる'],[['わびる']],100,"['&v1;', '&vi;']","['to be worried', 'to be grieved', 'to pine for']"
['佇む'],[['たたずむ']],100,"['&v5m;', '&vi;']","['to stand (still) a while', 'to loiter', 'to stop']"
['佩びる'],[['おびる']],100,['&v1;'],"['to wear', 'to put on (a sword)']"
['倡佯'],[['しょうよう']],100,"['&n;', '&vs;']",['wandering']
['俯く'],[['うつむく']],100,"['&v5k;', '&vi;']","[""to hang one's head"", 'to look down', ""to cast one's eyes downward""]"
['俯ける'],[['うつむける']],100,"['&v1;', '&vt;']","['to turn upside down', 'to turn (face) downward']"
['俯す'],[['うつぶす']],100,"['&v5s;', '&vi;']","['to lie face down (e.g. on the ground, napping on a desk)', 'to lie prone']"
['俯瞰'],[['ふかん']],100,"['&n;', '&vs;']","['overlooking', 'looking down at', 'having an overhead view', ""having a bird's-eye view"", 'having a high-angle view']"
['偃臥'],[['えんが']],100,"['&n;', '&vs;']",['lying face down']
['傅く'],"[['かしずく'], ['かしづく']]",100,"['&v5k;', '&vt;']","['to wait upon', 'to serve']"
['僭する'],[['せんする']],100,['&vs-s;'],['to usurp boastfully']
['凭れる'],[['もたれる']],100,"['&v1;', '&vi;']","['to lean against', 'to lean on', 'to recline on']"
['剔抉'],[['てっけつ']],100,"['&n;', '&vs;']",['gouging out']
['剪る'],[['きる']],100,['&v5r;'],"['to cut', 'to prune', 'to trim (branches, leaves, flowers, etc.)']"
['劈く'],[['つんざく']],100,"['&v5k;', '&vt;']","['to break', 'to tear', 'to pierce', 'to split', 'to burst']"
['匍匐'],[['ほふく']],100,"['&n;', '&vs;']","['creeping', 'crawling', 'sneaking']"
['咎める'],[['とがめる']],100,"['&v1;', '&vt;']","['to blame', 'to reproach', 'to censure', 'to rebuke', 'to reprove', 'to find fault', 'to take to task', 'to criticize', 'to criticise']"
['呟く'],[['つぶやく']],100,['&v5k;'],"['to mutter', 'to murmur', 'to grumble']"
['呻く'],[['うめく']],100,"['&v5k;', '&vi;']","['to moan', 'to groan']"
['咀嚼'],[['そしゃく']],100,"['&n;', '&vs;']","['chewing', 'mastication']"
['咆哮'],[['ほうこう']],100,"['&n;', '&vs;']","['roar', 'howl', 'yell', 'bellow']"
['啜る'],[['すする']],100,"['&v5r;', '&vt;']","['to slurp', 'to sip (loudly)']"
['唸る'],[['うなる']],100,"['&v5r;', '&vi;']","['to groan', 'to moan']"
['喀痰'],[['かくたん']],100,"['&n;', '&vs;']","['expectoration', 'sputum']"
['喘ぐ'],[['あえぐ']],100,"['&v5g;', '&vi;']","['to gasp', 'to pant', 'to breathe hard']"
['嗚咽'],[['おえつ']],100,"['&n;', '&vs;']","['sobbing', 'weeping', 'fit of crying']"
['嗅ぐ'],[['かぐ']],100,"['&v5g;', '&vt;']","['to sniff', 'to smell']"
['噎せる'],[['むせる']],100,"['&v1;', '&vi;']","['to choke', 'to be choked by', 'to be stifled by']"
['嘲る'],[['あざける']],100,"['&v5r;', '&vt;']","['to scoff', 'to laugh at', 'to make fun of', 'to ridicule', 'to jeer at']"
['嘯く'],[['うそぶく']],100,"['&v5k;', '&vi;']","['to boast', 'to brag']"
['囁く'],[['ささやく']],100,"['&v5k;', '&vi;']","['to whisper', 'to murmur']"
['囃す'],[['はやす']],100,"['&v5s;', '&vt;']","['to play accompaniment', 'to keep time']"
['囀る'],[['さえずる']],100,"['&v5r;', '&vi;']","['to sing', 'to chirp', 'to twitter']"
['奢る'],[['おごる']],100,"['&v5r;', '&vt;']",['to give (someone) a treat']
['媚びる'],[['こびる']],100,"['&v1;', '&vi;']","['to flatter', 'to curry favor with', 'to curry favour with', 'to fawn on', 'to butter up to']"
['嬲る'],[['なぶる']],100,"['&v5r;', '&vt;']","['to tease', 'to make fun of', 'to make sport of']"
['孵す'],[['かえす']],100,"['&v5s;', '&vt;']","['to hatch', 'to incubate']"
['孵る'],[['かえる']],100,"['&v5r;', '&vi;']",['to hatch out']
['嵌める'],[['はめる']],100,"['&v1;', '&vt;']","['to insert', 'to put in (such that there is a snug fit)', 'to button', 'to put on (something that envelops, e.g. gloves, ring)']"
['箒'],[['ほうき']],100,"['&n;', '&vs;']",['broom']
['彷彿'],[['ほうふつ']],100,"['&n;', '&vs;', '&adj-t;', '&adv-to;']","['(bearing a) close resemblance', 'vivid reminder (e.g. of the past)']"
['彷徨'],[['ほうこう']],100,"['&n;', '&vs;']","['wandering', 'rambling', 'roaming']"
['彷徨う'],[['さまよう']],100,"['&v5u;', '&vi;']","['to loiter', 'to putter', 'to prowl', 'to wander about', 'to roam about', 'to knock around']"
['彷徨く'],"[['うろつく'], ['ウロつく']]",100,"['&v5k;', '&vi;']","['to loiter', 'to putter', 'to prowl', 'to wander aimlessly', 'to knock around', 'to hang around']"
['慟哭'],[['どうこく']],100,"['&n;', '&vs;']","['wailing', 'lamentation']"
['憔悴'],[['しょうすい']],100,"['&n;', '&vs;']","['haggardness', 'emaciation', 'wasting away', 'being tired out', 'being worn out', 'exhaustion']"
['憑く'],[['つく']],100,"['&v5k;', '&vi;']","['to possess', 'to haunt']"
['抓る'],"[['つねる'], ['つめる']]",100,"['&v5r;', '&vt;']","['to pinch', 'to nip']"
['捩じくれる'],[['ねじくれる']],100,"['&v1;', '&vi;']","['to curve', 'to twist']"
['拗ける'],[['ねじける']],100,"['&v1;', '&vi;']","['to curve', 'to twist', 'to be rebellious']"
['拗ねる'],[['すねる']],100,"['&v1;', '&vi;']","['to be peevish', 'to sulk', 'to pout']"
['拗れる'],[['こじれる']],100,"['&v1;', '&vi;']","['to get complicated', 'to grow worse', 'to turn sour']"
['拵える'],"[['こしらえる'], ['こさえる']]",100,"['&v1;', '&vt;']","['to make', 'to manufacture']"
['捏ねる'],[['こねる']],100,"['&v1;', '&vt;']","['to knead', 'to mix with fingers']"
['掣肘'],[['せいちゅう']],100,"['&n;', '&vs;']","['restraint', 'restriction', 'control', 'check']"
['掏る'],"[['する'], ['スる']]",100,"['&v5r;', '&vt;']","['to pickpocket', 'to steal']"
['揉む'],[['もむ']],100,"['&v5m;', '&vt;']","['to rub', 'to crumple']"
['揉める'],[['もめる']],100,"['&v1;', '&vi;']","['to disagree', 'to dispute', 'to fight (over)']"
['揶揄'],[['やゆ']],100,"['&n;', '&vs;']","['banter', 'raillery', 'ridicule', 'teasing', 'making fun of']"
['揶揄う'],[['からかう']],100,"['&v5u;', '&vt;']","['to tease', 'to make fun of', 'to poke fun at', 'to make a crack about', 'to chaff', 'to kid', 'to joke', 'to banter', ""to pull someone's leg""]"
['擡げる'],[['もたげる']],100,"['&v1;', '&vt;']","[""to raise (one's head)""]"
['暈す'],[['ぼかす']],100,"['&v5s;', '&vt;']","['to blur', 'to shade off', 'to gradate']"
['梟する'],[['きょうする']],100,"['&vs-s;', '&vt;']",['to expose (a severed head)']
['歔欷'],[['きょき']],100,"['&n;', '&vs;']","['sobbing', 'weeping']"
['毟る'],[['むしる']],100,"['&v5r;', '&vt;']","['to pluck', 'to pick', 'to tear']"
['浚渫'],[['しゅんせつ']],100,"['&n;', '&vs;']",['dredging']
['涸れる'],[['かれる']],100,"['&v1;', '&vi;']","['to dry up (spring, pond, etc.)', 'to run out']"
['滲む'],[['にじむ']],100,"['&v5m;', '&vi;']","['to run (of liquid)', 'to spread']"
